ID,Nombre,Equipo,Puntaje,cantidadCompetencias
417,Mariano2 Astorga, Huachipato, 99.95, 2442
306,Alonso Lizana, Universidad de Chile, 92.32, 1783
63,Esteban Musalem, La Serena, 89.03, 1229
37,Armando Escalona, Universidad de Chile, 84.67, 3316
294,Silvio Montenegro, Colo-Colo, 37.92, 122
396,Leandro2 Huincaman, Colo-Colo, 70.62, 2734
240,Prudencio Donoso, Palestino, 57.26, 1066
495,Favio Droguett, Universidad de Chile, 14.05, 3582
459,Armando Canete, Huachipato, 24.08, 3445
355,Cirilo Marcone, La Serena, 0.88, 3547
290,Jordan Roldan, Everton, 54.39, 4154
183,Alfredo Lucero, Palestino, 36.24, 1502
115,Reyes Garrido, Everton, 44.73, 2261
6,Leocadio Pino, La Serena, 85.70, 3693
163,Benjamin Meza, Colo-Colo, 9.88, 1576
349,Javier Elgueta, Universidad de Chile, 92.01, 3524
262,Cornelio Catrileo, Palestino, 42.91, 2329
96,Xavier Agurto, La Serena, 88.56, 3358
378,Leoncio Cabello, La Serena, 17.11, 4324
142,Policarpo Retamal, Colo-Colo, 1.36, 339
59,Yosef Letelier, Palestino, 96.17, 382
348,Guido2 Yanez, Palestino, 51.70, 814
477,Patricio Monreal, La Serena, 16.90, 4923
261,Amador Jofre, Huachipato, 36.80, 1487
53,Ulises DelSolar, Everton, 58.66, 189
57,Justo Ulloa, Colo-Colo, 3.91, 4906
425,Galileo Echeverria, Universidad de Chile, 8.76, 1004
343,Jairo Lamas, Huachipato, 55.36, 2220
441,Mario Kuschel, Everton, 7.22, 2138
389,Silvio Burgos, La Serena, 49.98, 369
48,Jared Venegas, Universidad de Chile, 83.84, 56
333,Marino Maureira, Colo-Colo, 20.89, 3018
361,Alonso2 Marquez, Colo-Colo, 68.59, 1098
166,Armando Bascur, Colo-Colo, 65.88, 2462
105,Clemente Villaroel, Colo-Colo, 74.28, 4039
236,Belisario Canales, Huachipato, 69.25, 3228
372,Karen Munoz, Universidad de Chile, 27.08, 1615
494,Tarsicio Ferrada, Huachipato, 14.12, 2378
49,Patricio Larraguibel, Palestino, 49.80, 1253
218,Nolasco Markovic, Colo-Colo, 8.03, 3213
377,Nicanor DelFierro, Colo-Colo, 88.74, 3884
157,Abraham Salinas, Huachipato, 93.05, 1199
8,Mateo2 Araya, La Serena, 16.09, 1532
484,Basilio Espejo, La Serena, 27.86, 2930
419,Saturnino Melivilu, Huachipato, 25.09, 3435
110,Lisandro Latapiat, Colo-Colo, 34.35, 906
387,Reinaldo Marinovic, Colo-Colo, 72.85, 1794
40,Ezequiel Menchaca, La Serena, 48.03, 4121
482,Pedro Mesina, Colo-Colo, 15.78, 3531
364,Donato DelReal, Colo-Colo, 61.74, 1031
43,Kristian Zamorano, Everton, 53.14, 910
329,Dante Lobos2, Palestino, 81.77, 4679
148,Hugo2 Gallardo, Palestino, 83.13, 3957
315,Jimena Cortes, Universidad de Chile, 88.41, 2717
97,Rito Diaz, Huachipato, 40.38, 3673
325,German Celis, Huachipato, 44.82, 3642
66,Sanson Gomez, Palestino, 35.26, 3966
259,Alex Lemus, Colo-Colo, 36.81, 3629
210,Ariel2 Sepulveda, La Serena, 72.82, 3873
247,Leandro Fuenzalida, La Serena, 92.69, 2837
357,Karen Huenuman, La Serena, 85.92, 1032
300,Josue2 Palma, Universidad de Chile, 17.20, 1505
394,Sabino Cisternas, Huachipato, 98.80, 360
7,Cirilo Cantuarias, Palestino, 54.95, 3327
390,Edwin Duran2, Universidad de Chile, 61.60, 2707
439,Quentin Mena, Universidad de Chile, 90.04, 2399
78,Axel Huilinao, Colo-Colo, 33.22, 2361
233,Vigilio Montes, Everton, 58.29, 2569
371,Joel2 Delgado, Everton, 45.22, 4312
286,Isidora Muller, Huachipato, 97.18, 816
376,Sancho Curinao, Colo-Colo, 29.33, 884
279,Marcos2 Farias, Palestino, 64.76, 1948
310,Sumo Labra, Everton, 23.72, 3283
321,Dario3 Santander, Everton, 80.66, 2195
68,Pedro Moller, Huachipato, 44.90, 1390
273,Ceferino Moriconi, Palestino, 16.34, 2789
120,Remigio Moena, Everton, 39.54, 663
317,Dante Mir, Palestino, 31.74, 3186
373,Dorian Valencia, Universidad de Chile, 49.30, 1194
323,Hipolito Fuentes, Huachipato, 16.46, 840
180,Nestor Escalona, Huachipato, 40.17, 4578
393,Lino Arias, Colo-Colo, 99.09, 3789
442,Sanson Moller, Everton, 36.60, 3924
241,Pablo Yanez, Colo-Colo, 63.70, 4679
51,Justino2 Faundez, Everton, 49.61, 4830
342,Ramon Bahamondes, Colo-Colo, 45.91, 3356
64,Jordy Narvaez, Universidad de Chile, 3.55, 1654
69,Leandro Bertin, Colo-Colo, 7.66, 3288
339,Ariel Tejos, Everton, 28.83, 2816
303,Rolando Rozas, Universidad de Chile, 37.22, 4576
228,Benicio Aguirre, Palestino, 50.58, 2683
32,Alex Oliva, Palestino, 1.07, 729
353,Exequiel Godoy, Colo-Colo, 31.19, 2097
123,Pablo Merello, Palestino, 13.74, 1106
3,Lucas Pino, Everton, 69.80, 806
391,Recaredo Latorre, Everton, 54.44, 4639
229,Justo Valde, Colo-Colo, 23.79, 1059
436,Macario Palacios, Colo-Colo, 90.84, 4318
144,Cayetano2 Merello, Huachipato, 18.88, 3895
345,Belisario Huenupi, Universidad de Chile, 61.68, 3259
334,Edgar Lopez, Universidad de Chile, 75.96, 2512
481,Salvador Luen, Palestino, 26.68, 1386
156,Hector2 Angulo, Palestino, 91.23, 3014
21,Conrado Poblete, Colo-Colo, 11.11, 3395
246,Leonardo Avendano, Universidad de Chile, 60.77, 842
322,Luis2 Romero, Palestino, 84.64, 3667
245,Walter Mendoza, La Serena, 30.50, 1176
285,Timoteo Marin, Huachipato, 45.99, 3291
231,Joaquin Mantegazza, Everton, 81.57, 4438
356,Clarence Montenegro, Colo-Colo, 11.32, 4022
239,Pablo Tejos, Universidad de Chile, 73.10, 130
58,Petronilo Fuenzalida, Everton, 81.60, 4381
114,Melchor Palacios, La Serena, 50.50, 4244
366,Carlos Chacon, Huachipato, 97.72, 4520
287,Gonzalo2 Mejias, Colo-Colo, 76.97, 281
438,Sumo Albornoz, Universidad de Chile, 63.11, 1685
499,Hugo Larrondo, Colo-Colo, 84.85, 2706
80,Jeronimo DelReal, Everton, 30.49, 2690
429,Sergio Rodriguez, La Serena, 29.69, 4411
139,Perfecto Escobar, Everton, 78.55, 2948
423,Mario3 Gomez, Huachipato, 24.17, 597
430,Hector Romero, La Serena, 47.63, 2823
192,Galileo Ulloa, La Serena, 27.67, 1268
351,Nestor Mella, Colo-Colo, 3.13, 2738
458,Florencio Lozada, Palestino, 76.05, 188
138,Saul Borquez, Everton, 14.09, 3242
316,Pascasio Faundez, Palestino, 42.22, 2470
4,Connor DeLaCruz, Everton, 37.24, 2065
369,Casiano Meruane, Universidad de Chile, 78.59, 1996
198,Segismundo Luen, Colo-Colo, 60.12, 839
153,Edwin Cerda, Universidad de Chile, 26.64, 2951
256,Zenon Sarabia, Everton, 8.69, 3574
129,Olimpio DeLaFuente, Colo-Colo, 6.26, 2978
18,Ariel Poblete, Palestino, 15.14, 3499
457,Darwin Mariangel, La Serena, 49.38, 2427
47,Dario3 Acosta, Huachipato, 21.32, 887
282,Mariana Curinao, Colo-Colo, 43.12, 372
327,Nelson Larrea, Universidad de Chile, 60.27, 3929
297,Julian2 Vasquez, La Serena, 55.95, 4512
464,Erick Estay, La Serena, 31.83, 3281
370,Joaquin Zamora, Colo-Colo, 18.83, 723
213,Anuar Balboa, Palestino, 98.73, 3987
185,Rodrigo Lamas, La Serena, 58.57, 3598
386,Jenaro Maza, Everton, 83.97, 3019
434,Justo Arroyo, Universidad de Chile, 83.07, 43
90,Erasmo2 Bustos, La Serena, 40.55, 4975
222,Pascasio Navarro2, Universidad de Chile, 97.36, 3898
133,Bonifacio Pastene, Universidad de Chile, 79.96, 4330
407,Karim Bahamondes, Colo-Colo, 67.79, 3278
418,Elpidio Valdes, La Serena, 83.98, 1998
34,Feliciano2 Alarcon, Universidad de Chile, 48.52, 3770
167,Elias Krumm, La Serena, 64.77, 173
445,Giovanni Monardes, Palestino, 96.59, 3790
309,Rodolfo Acosta, La Serena, 48.89, 4413
413,Fausto2 Navarrete2, La Serena, 43.17, 2691
359,Elio Elgueta, La Serena, 84.03, 4009
428,Casandro Lucero, Huachipato, 72.79, 2936
492,Aaron Ponce, Huachipato, 4.58, 4574
275,Basilio Marambio, Everton, 87.66, 4025
19,Camilo Vidal, Colo-Colo, 8.35, 4678
111,Lorenzo Blanco, Huachipato, 23.61, 1173
454,Erostrato Matamala, Huachipato, 20.20, 2720
76,Camilo Huenuman, Palestino, 51.31, 937
182,Alonso Martinez, Universidad de Chile, 94.33, 667
24,Baltazar Maza, La Serena, 16.33, 4515
422,Enrique Huenchullan, Universidad de Chile, 70.49, 4510
151,Aldo Letelier, Palestino, 34.12, 4334
276,Alfredo Gajardo, La Serena, 0.11, 2679
496,Gregorio Santos, Colo-Colo, 93.94, 4529
26,Agapito Sobarzo, Universidad de Chile, 12.39, 1725
466,Fabiola Mackenna, La Serena, 22.48, 4335
85,Ricardo Bastias, Everton, 41.89, 1999
399,Lorenzo Lopez, Palestino, 55.42, 1487
52,Eduardo Messina, Everton, 16.78, 2042
177,Leandro Montes, Everton, 16.14, 1164
158,Isidro Godoy, Palestino, 42.91, 1082
5,Galileo Celis, La Serena, 90.52, 2105
60,Valentin Moena, Everton, 48.16, 1242
197,Karen Merlet, Colo-Colo, 53.57, 3928
77,Sanson Barrientos, Colo-Colo, 73.85, 4220
379,Samir Moreno, Colo-Colo, 95.69, 3973
253,Zenon Concha, Colo-Colo, 60.37, 2361
304,Jared Echeverria, Everton, 12.30, 193
338,Sanson Duran, Colo-Colo, 81.36, 3761
86,Cipriano Pedreros, Everton, 8.46, 490
41,Sanson Burgos, Universidad de Chile, 38.80, 1877
363,Alberto Uribe, Everton, 30.89, 2128
375,Magn Melita, Huachipato, 58.47, 896
202,Hector2 Lermanda, Huachipato, 16.97, 746
200,Marcelo2 Sobarzo, Colo-Colo, 19.55, 2897
453,Erasmo2 Cabrera, Colo-Colo, 79.75, 1341
16,Luis Sobarzo, Universidad de Chile, 60.94, 1911
336,Federico Saez, Palestino, 62.13, 1296
258,Gael Galaz, La Serena, 53.16, 2867
124,Faustino Elizalde, Colo-Colo, 94.35, 2990
362,Gael Moyano, Universidad de Chile, 30.43, 1962
12,Roberto Garrido, La Serena, 61.87, 2901
267,Javier2 Huilinao, Palestino, 22.25, 3959
475,Benito Retamal, La Serena, 40.90, 4616
65,Lucas Araya, Palestino, 32.80, 3828
281,Fabian Marquez, Huachipato, 91.22, 3477
88,Leon Villagra, Huachipato, 98.84, 3726
81,Mariana Parra, Huachipato, 57.76, 4094
225,Orlando Guerra, La Serena, 30.13, 3475
383,Prudencio Faundez, Everton, 51.03, 2826
367,Dimas2 Oliva, La Serena, 8.23, 233
449,Gabino Cerda, Huachipato, 90.85, 1215
437,Guillermo Massone, La Serena, 78.00, 2504
380,Martin Neira, La Serena, 57.29, 4766
13,Luis2 Merello, Everton, 77.24, 1499
176,Josafat Pena, Universidad de Chile, 18.91, 134
14,Geronimo2 Quezada, Palestino, 63.55, 267
271,Clemente Minoletti, Huachipato, 18.39, 4563
421,Luciano Mendez, Colo-Colo, 30.54, 3889
29,Sotero Bustamante, Everton, 53.76, 3573
358,Matias Mulet, Everton, 25.72, 3488
112,Camilo DeLaCruz, Colo-Colo, 62.37, 1752
398,Cristobal Oyarzun, Palestino, 34.19, 3402
55,o Maiz, Colo-Colo, 97.33, 173
415,Laureano Valenzuela, Universidad de Chile, 52.23, 4697
130,Leoncio Mardoff, Palestino, 28.78, 3754
162,Melchor Morand, Everton, 43.47, 1333
268,Yandel Aguilar, Huachipato, 14.49, 1138
277,Lautaro Carmona, La Serena, 5.01, 784
33,Fabricio2 Montenegro, Huachipato, 46.28, 4208
248,Valeriano Monje, Colo-Colo, 59.33, 4252
147,Casandro Luen, Palestino, 2.38, 4315
160,Macario Burgos, Colo-Colo, 53.47, 2883
159,Feliciano go, Universidad de Chile, 47.25, 4842
462,Victor Carrera, Huachipato, 47.13, 885
220,Agapito Antinao, Huachipato, 81.10, 2698
121,Franco Saavedra, La Serena, 78.64, 272
410,Jaime Ibacache, Huachipato, 84.81, 2262
365,Damian Santos, Huachipato, 72.05, 775
10,Marino Marin, Palestino, 98.65, 2311
473,Elio Opazo, La Serena, 47.61, 3459
234,Escolastico Larrondo2, Universidad de Chile, 40.92, 4585
402,Ariel Salinas, Palestino, 44.53, 260
489,Karim Rubio, Palestino, 86.68, 1298
302,Zacarias Caceres, Huachipato, 29.22, 3044
284,Indalecio Gallegos, Colo-Colo, 44.07, 2461
381,Claudio2 Barriga, Palestino, 18.73, 2076
500,Robinson Marcone, Colo-Colo, 85.59, 157
56,Moises Garay, Universidad de Chile, 78.28, 1989
186,Paulo Mancilla, Palestino, 76.47, 376
308,Octavio Verdugo, La Serena, 42.63, 1977
171,Victoriano Suarez, Everton, 23.48, 2278
89,Cornelio Olivares, Universidad de Chile, 35.41, 1789
61,Junior Markovic, La Serena, 17.80, 4290
435,Pancracio Figueroa, Colo-Colo, 13.39, 2509
397,Liam Barahona, Universidad de Chile, 59.73, 1308
175,Horacio Pezo, Huachipato, 67.60, 3014
444,Emanuel Donoso, Everton, 43.53, 3885
250,Axel Calquin, Everton, 24.19, 3730
340,Gonzalo2 Maira, Everton, 69.39, 3064
208,Ruperto Merello, Palestino, 78.18, 4441
137,Mariana Lagos2, La Serena, 19.57, 2318
305,Melchor Zamora, Universidad de Chile, 48.83, 1260
314,Darwin Ruiz, Colo-Colo, 28.60, 2577
44,Rosendo Suarez, Universidad de Chile, 9.53, 331
132,Leonardo Villalobos, Universidad de Chile, 41.51, 4297
141,Amador Kuschel, Palestino, 96.48, 3058
209,Valentin2 Moya, Everton, 72.71, 3652
403,Lautaro Mena, Palestino, 76.14, 2626
1,Orlando Alquinta, Colo-Colo, 23.93, 2132
15,Alejo Polanco, Huachipato, 8.83, 3121
311,Lorenzo2 Lucero, Colo-Colo, 28.48, 116
254,Petronilo Flores, Everton, 51.36, 606
235,Petronilo Tapia, Huachipato, 98.87, 636
448,Bastian Solis, Universidad de Chile, 65.56, 2430
118,Casandro Baeza, Colo-Colo, 1.17, 446
497,Lautaro2 Conuecar, Colo-Colo, 9.30, 2322
272,Casandro Melita, La Serena, 45.30, 2597
122,Candelario Villavicencio, La Serena, 75.97, 641
195,Paulo Moena, Everton, 15.51, 3786
146,Paulo Aburto, Huachipato, 23.16, 3502
36,Ismael2 Arriagada, Huachipato, 77.47, 4897
450,Jael Alarcon, La Serena, 24.22, 1932
341,Saturnino Landarretche, La Serena, 19.65, 4008
335,Guido Astorga, Everton, 82.27, 4998
140,Estanislao Oyarzun, Huachipato, 60.55, 1301
440,Tiburcio Mogollon, Palestino, 80.42, 26
193,Tito Soto, Colo-Colo, 94.55, 3105
27,Telmo Palacios, Huachipato, 12.27, 3059
212,Urbano Rifo, Universidad de Chile, 6.94, 1846
269,Balbino Navarro, Universidad de Chile, 36.65, 1749
374,Samir Poblete, Everton, 32.08, 1387
400,Mateo Villavicencio, La Serena, 54.26, 628
243,Renato Mariangel, La Serena, 84.31, 2213
161,Sotero Huincaman, Huachipato, 20.50, 4787
164,Josue Cardenas, Universidad de Chile, 27.22, 324
498,Elias Ibarra, Palestino, 31.61, 1554
45,Amir Rios, Universidad de Chile, 23.77, 1363
152,Baltazar Betancourt, Everton, 28.45, 344
9,Ulises Vergara, La Serena, 96.64, 3750
91,Ovidio Montes, Everton, 91.40, 4344
170,Obdulio Nazer, Huachipato, 25.92, 2949
108,Lucas Villagra, Palestino, 45.56, 232
211,Valerio Lopez, Everton, 76.75, 4456
318,Guillermo Vega, La Serena, 28.13, 3828
25,Estanislao Barra, Everton, 34.72, 1560
238,Zosimo Mirosevic, Universidad de Chile, 46.55, 79
178,Silvio Calquin, Universidad de Chile, 22.36, 4074
194,Olimpio Marusic, La Serena, 57.12, 4984
72,Raimundo Tapia, Colo-Colo, 45.08, 3460
293,Saturnino Vargas, Huachipato, 8.80, 802
313,Policarpo Markovic, Colo-Colo, 97.00, 4243
326,Silverio Mazzoni, Universidad de Chile, 42.65, 5
188,Erasmo2 Lobos2, Universidad de Chile, 90.45, 3170
295,Jenaro Huerta, Colo-Colo, 0.56, 3399
456,Salomon Pino, Palestino, 83.54, 4194
102,Kai Cespedes, Palestino, 13.70, 689
71,Trifon Moyano, Colo-Colo, 46.07, 2620
255,Dante Polanco, Everton, 20.55, 1807
206,Ezequiel Gallardo, Palestino, 32.52, 4232
75,Giovanni Ayala, Colo-Colo, 40.12, 1321
165,Fortunato2 Marinovic, Huachipato, 4.55, 4777
50,Rafael Montt, Colo-Colo, 10.63, 4974
230,Alarico Huilipan, Colo-Colo, 85.15, 142
257,Miguel Palma, Huachipato, 85.39, 3007
46,Marcos2 Gajardo, La Serena, 53.29, 2121
201,Manases Pastene, Everton, 11.04, 3278
460,Eugenio Burgos, Colo-Colo, 55.76, 4769
432,Aureliano Ferrada, La Serena, 93.41, 3269
451,Damian Bordeu, Huachipato, 76.96, 3147
92,Javier Sandoval, Everton, 78.83, 3789
101,Perfecto Galaz, Huachipato, 91.31, 3476
443,Lino Marin, La Serena, 53.44, 3128
99,Rodolfo Cortinez, La Serena, 32.80, 678
38,Laureano Barra, La Serena, 91.99, 2517
135,Edelmiro Bocaz, Huachipato, 8.27, 2606
291,Dalmacio Nadal, Huachipato, 99.74, 3537
289,Sabino Velasquez, Palestino, 7.00, 1225
463,Jeronimo Troncoso, Colo-Colo, 30.09, 3362
270,Guido2 Nail, Universidad de Chile, 36.82, 1178
128,Candelario Roco, Huachipato, 69.65, 1829
149,Gustavo Valde, Palestino, 62.64, 444
219,Amaro Massardo, Universidad de Chile, 42.82, 345
392,Silverio Ureta, Huachipato, 10.34, 1859
487,Joel2 Godoy, Palestino, 79.75, 3991
125,Karen Ramos, Everton, 7.96, 421
426,Emerico Salazar, Universidad de Chile, 57.28, 1500
328,o Huenchullan, Universidad de Chile, 82.03, 2211
100,Gregorio Garrido, Universidad de Chile, 8.75, 3032
79,Ismael Fredes, Palestino, 41.82, 2981
155,Salvador A, Colo-Colo, 41.50, 4719
126,Clemente Vasquez, Palestino, 39.43, 34
42,Olimpio Bravo, Palestino, 31.53, 2754
292,Ramon Lemarie, Everton, 87.96, 2874
103,Isaac Oliva, Universidad de Chile, 10.27, 884
93,Aurelio Conuecar, Colo-Colo, 83.27, 1035
223,Desiderio2 Escudero, Universidad de Chile, 34.26, 1476
106,Fernando2 Oyarzun, La Serena, 62.93, 3504
216,Geronimo Moroni, Universidad de Chile, 6.02, 3327
384,Ubaldo Meza, Everton, 22.66, 4212
252,Severiano Cofre, Colo-Colo, 31.79, 2157
490,Evaristo2 Ceballos, Palestino, 67.21, 4175
474,Alfonso DelReal, Everton, 68.00, 2645
224,Julio Gajardo, La Serena, 58.40, 975
485,Policarpo Brito, Huachipato, 27.49, 29
30,Higinio Macaya, Palestino, 23.70, 571
478,Demian Romero, Everton, 65.65, 2193
191,Norberto Toledo, Huachipato, 36.89, 2050
131,Paulo Medina, Universidad de Chile, 52.93, 4384
274,Luis Mendoza, Huachipato, 0.08, 1819
168,Ciro2 Marcone, Huachipato, 98.96, 921
408,Zebedeo Eyzaguirre, La Serena, 73.82, 3523
385,Jorge Moller, Palestino, 24.12, 3706
401,Nelson Contreras, Palestino, 92.80, 1167
143,Anibal Lastra, Everton, 8.20, 1619
215,Candelario Leonelli, Everton, 52.27, 924
242,Pascual Nunez, Huachipato, 73.38, 2275
452,Washington Duran, Huachipato, 89.21, 4231
395,Jaime Zapata, La Serena, 97.36, 3936
189,Wilmer Griffero, Huachipato, 41.93, 3900
84,Matias Calderon, La Serena, 3.31, 2479
207,Hilario Galindo, Colo-Colo, 71.26, 541
488,Jacobo Lermanda, Palestino, 56.86, 456
54,Ciro2 Morand, Colo-Colo, 94.88, 2557
382,Nestor Crespo, Everton, 52.21, 1333
299,Santiago go, Universidad de Chile, 86.22, 2687
83,Donato Latorre, Everton, 55.66, 2350
319,Yago Moena, Everton, 97.43, 4362
472,Rafael Robles, La Serena, 41.40, 3480
405,Amaro Villaroel, La Serena, 26.97, 3298
237,Olegario Santos, Huachipato, 84.35, 752
368,Damian Escobar, Huachipato, 92.78, 994
116,Ivan Duran, Colo-Colo, 22.87, 4352
117,Genaro2 Celis, Universidad de Chile, 81.71, 530
