ID,Nombre,Equipo,Puntaje,cantidadCompetencias
57,Fausto2 Pizarro, Huachipato ,30,4622
58,Candelario Bustos, Colo-Colo ,78,1042
59,Blas Carrasco, Everton ,22,2031
60,Valentin2 Macchiavello, Universidad de Chile ,29,4222
61,Elizabeta Jimenez, Everton ,4,3966
62,Enzo Meneses, Everton ,92,4807
63,Ricardo Leal, La Serena ,32,3880
64,Olegario Jeldres, Palestino ,56,2269
65,Filemon Lepe, Universidad de Chile ,53,4705
66,Loren Duran, La Serena ,1,2186
67,Sabino DelValle, La Serena ,40,3362
68,Sumo Mellado, Colo-Colo ,30,2172
69,Eugenio2 Latapiat, Palestino ,22,2649
70,Andres Oyarzun, Huachipato ,19,1346
71,Jenaro Yanez, Palestino ,79,3684
72,Efren Mariangel, Universidad de Chile ,84,2135
73,Siro Torrealba, La Serena ,97,4147
74,Basilio Zuniga, La Serena ,32,1763
75,Pascual Moncada, Palestino ,21,2639
76,Matias2 Cornejo, Palestino ,68,1848
77,Aureliano Montalba, Everton ,4,4160
78,Ulpiano Curinao, Huachipato ,4,1175
79,Timoteo Valencia, La Serena ,23,3481
80,Silvio Massardo, Huachipato ,60,1262
81,Connor Carvajal, Palestino ,4,2333
82,Prudencio Maldonado, Palestino ,48,2254
83,Ariel2 Manosalva, Palestino ,88,2528
84,Favio Pizarro, Palestino ,90,1506
85,Encarnacion Villagra, Colo-Colo ,29,2391
86,Escolastico DelFierro, Palestino ,85,3223
87,Ulises Mellado, Everton ,67,3518
88,Amaro Mellado, La Serena ,29,2339
89,Horacio Carrera, Palestino ,44,579
90,Raul Bolados, Huachipato ,14,3030
91,Cayetano Salgado, Colo-Colo ,78,3191
92,Renzo Cortes, Colo-Colo ,66,835
93,Isidora Gonzalez, Everton ,68,3273
94,Ruperto2 Pezo, La Serena ,70,2966
95,Jacinto Cifuentes, Universidad de Chile ,70,3724
96,Lautaro Ovalle, Everton ,69,1780
97,Clemente2 Jara, Everton ,48,988
98,Balbino Bordeu, La Serena ,90,7
99,Ubaldo Villanueva, Colo-Colo ,25,3192
100,Servando Herrera, Colo-Colo ,53,4866
101,Saul Merino, Palestino ,56,231
102,nislao2 Leiva, Colo-Colo ,37,2713
103,Romualdo Riveros, La Serena ,18,235
104,Mario3 Pincheira, La Serena ,1,993
105,Casiano Villalobos, Huachipato ,0,3055
106,Samir Munita, Colo-Colo ,43,2795
107,Rigober Morand, Colo-Colo ,11,3098
108,Zebedeo Rozas, Colo-Colo ,84,574
109,Plutarco Urrutia, La Serena ,30,1732
110,Escolastico Marfull, Universidad de Chile ,73,1846
111,Octavio Castro, Universidad de Chile ,50,1161
112,Jonas Montes, Colo-Colo ,31,3107
113,Ezequiel Acevedo, Colo-Colo ,1,60
114,Marcos2 Millar, Universidad de Chile ,45,1525
115,David Toro, Palestino ,32,4487
116,Nabor Chacon, Colo-Colo ,6,1906
117,Franco Solis, Universidad de Chile ,3,136
118,Rolando Larrondo2, Colo-Colo ,31,3867
119,Exequiel Mella, Universidad de Chile ,12,3082
120,Esta Antinao, Universidad de Chile ,20,260
121,Segismundo Lucero, Everton ,39,1827
122,Nazario Bianchi, Everton ,32,4320
123,Feliciano2 Catricura, Colo-Colo ,34,467
124,Geronimo Gonzalez, Palestino ,48,845
125,Hugo2 Retamal, Everton ,85,2024
126,Levi Salas, Everton ,83,4234
127,Dante Bolados, Universidad de Chile ,65,3775
128,Obdulio Villalobos, Huachipato ,16,4453
129,Wilmer Mesina, Universidad de Chile ,17,1964
130,Conrado Oyarzun, Universidad de Chile ,86,1012
131,Gumersindo Aguirre, Universidad de Chile ,2,45
132,Bruno Cano, Colo-Colo ,39,3593
133,Saul Chavez, Everton ,74,556
134,Policarpo Illanes, La Serena ,41,3698
135,Ulises Riquelme, Palestino ,48,2768
136,Valeriano Moraga, La Serena ,28,918
137,Luis Suarez, Everton ,21,7
138,Marcial Latapiat, Colo-Colo ,35,4161
139,Anselmo Ovalle, La Serena ,44,58
140,Luis2 Orellana, Everton ,86,3989
141,Andres Concha, La Serena ,70,1465
142,Fabricio benito, Universidad de Chile ,94,347
143,Donato Moya, Palestino ,98,465
144,Ubaldo Madrid, Everton ,80,2161
145,Ezequiel Guerra, La Serena ,52,691
146,Casandro Alarcon, Colo-Colo ,91,300
147,Mario3 Markovic, La Serena ,74,1904
148,Fabian Menchaca, Colo-Colo ,84,4082
149,Giovanni Campillay, La Serena ,27,1903
150,Recaredo Dominguez, Colo-Colo ,30,4870
151,Renzo Valdes, Colo-Colo ,84,4235
152,Desiderio2 Lemus, Huachipato ,1,1179
153,Nicolas Balboa, Colo-Colo ,70,2060
154,Pablo2 Parra, La Serena ,44,1641
155,Luciano2 Concha, Palestino ,7,2746
156,Fausto2 Espinosa, Colo-Colo ,30,2229
157,Tristan Loyola2, La Serena ,77,2958
158,Laura Navarrete, La Serena ,99,1091
159,Norberto Rojas, La Serena ,90,2470
160,Anastasio benito, Huachipato ,85,1156
161,Aristides Fuentealba, Universidad de Chile ,66,4574
162,Nestor Fuentealba, Huachipato ,58,4702
163,Fortunato2 Catalan, La Serena ,18,3242
164,Bernardo Melgarejo, Huachipato ,31,1917
165,Leon lmonacid, La Serena ,2,3551
166,Hugo2 Castillo, Colo-Colo ,18,2176
167,Casiano Montes, Colo-Colo ,46,2857
168,Abraham Morales2, Everton ,46,3479
169,Nazario Martinez, Colo-Colo ,58,2523
170,Gino Inostroza, Colo-Colo ,24,2975
171,Daniel Cantuarias, La Serena ,30,3602
172,Enmeregildo Bastias, Everton ,54,1739
173,Rolando Monje, Palestino ,65,1324
174,Exequiel Sandoval, Colo-Colo ,19,2284
175,Wilmer Burgos, Huachipato ,72,4808
176,Mario2 Mancilla, Universidad de Chile ,4,1439
177,Flavio2 Messina, Everton ,66,2896
178,Magn Barrios, La Serena ,84,1512
179,Evaristo2 Montero, Huachipato ,91,4824
180,Desiderio Oliva, La Serena ,58,4950
181,Franco Campillay, Universidad de Chile ,36,2158
182,Erasmo2 Klocker, Everton ,15,3504
183,Moises Conuecar, Palestino ,51,4916
184,Gervasio Cespedes, La Serena ,85,2129
185,Edelmiro Jofre, Everton ,77,1438
186,Tadeo Cantuarias, Huachipato ,74,901
187,Prudencio Catricura, Palestino ,74,1661
188,Evaristo2 Macaya, Everton ,70,354
189,Liam Melendez, Everton ,36,4034
190,Ariel2 Bocaz, Palestino ,95,3840
191,Xavier A, Palestino ,45,2711
192,Cristian Jofre, Colo-Colo ,45,3783
193,Kristian Bordeu, Everton ,43,2242
194,Manases Curinao, Colo-Colo ,32,4363
195,Arsenio Huilical, La Serena ,91,586
196,Hipolito Melendez, Everton ,63,3906
197,Cipriano Montenegro, Colo-Colo ,17,4117
198,Alberto Monreal, Colo-Colo ,9,1188
199,Edgar Chacon, Universidad de Chile ,18,3560
200,Karen Marusic, Colo-Colo ,31,2921
201,Dionel Moraga, Colo-Colo ,65,1609
202,Julian Espejo, Palestino ,47,2259
203,Sotero Cabello, Everton ,72,4499
204,Juanito Monje, Huachipato ,78,1837
205,Genaro2 Montt, Huachipato ,90,2158
206,Marcelo2 Musalem, Universidad de Chile ,18,924
207,Vicente Salinas, Everton ,39,4651
208,Quentin Borquez, La Serena ,25,3944
209,Giovanni Lobos, Huachipato ,46,3128
210,Javier2 Jeldrez, Palestino ,20,1229
211,Aquiles Ugarte, Huachipato ,51,1796
212,Aureliano Gajardo, Universidad de Chile ,79,4439
213,Facundo Marenzi, Everton ,55,539
214,Kenny Madrid, La Serena ,80,2084
215,Filemon Flores, Palestino ,59,3289
216,Hector2 DelFierro, Universidad de Chile ,29,2309
217,Kristian Villaroel, Colo-Colo ,39,3629
218,Dario3 Ramirez, Palestino ,52,3651
219,Calixto Mariangel, Everton ,15,3023
220,Aaron Coloma, Huachipato ,31,1227
221,Maximiliano Mladinic, Huachipato ,59,727
222,Leonardo2 Verdugo, Huachipato ,52,4909
223,Demian Henriquez, Everton ,90,4366
224,Aitor Vidal, Everton ,14,257
225,Heriberto Latapiat, Palestino ,43,2318
226,Ladislao Krumm, Palestino ,32,369
227,Camilo Arriagada, Everton ,16,1461
228,Ramiro Mosso, Universidad de Chile ,81,2132
229,Leandro2 Jerez, Palestino ,41,2150
230,Nolasco Polanco, Palestino ,62,823
231,Inigo Sanchez, La Serena ,87,1898
232,Franco Krause, La Serena ,63,2868
233,Bernardo Carrera, Huachipato ,46,2573
234,Josafat Medel, Colo-Colo ,26,2696
235,Ibrahim Encina, Huachipato ,96,2374
236,Joaquin Luque, Palestino ,14,336
237,Ruperto Cariman, Colo-Colo ,86,1066
238,Arcadio Jimenez, La Serena ,30,2199
239,Gaston Mella, La Serena ,94,4138
240,Ivan2 Barahona, Colo-Colo ,86,2604
241,Pedro Nancucheo, Colo-Colo ,6,2772
242,Logan Bahamondes, La Serena ,94,3278
243,Tomas Klocker, La Serena ,24,3439
244,Casiano Mecina, Everton ,26,300
245,Braulio Guerrero, Palestino ,34,443
246,Eugenio2 Duran, Huachipato ,82,53
247,Rigober Quiroz, Huachipato ,67,838
248,Bautista Matamala, La Serena ,94,4372
249,Toribio Monardes, Palestino ,38,4652
250,Xavier Moyano, Huachipato ,92,4640
251,Menandro Cardenas, Universidad de Chile ,65,1904
252,Aaron Mantegazza, Universidad de Chile ,57,4329
253,Lautaro2 Borquez, Colo-Colo ,1,1954
254,Diego Donoso, Palestino ,54,1747
255,Pascasio Castillo, Palestino ,87,4225
256,Ventura Castillo, La Serena ,1,4149
257,Nelson Guerrero, Huachipato ,72,2692
258,Casiano Medel, Colo-Colo ,95,1918
259,Justino2 Luksic, Universidad de Chile ,30,2421
260,Tobias Montero, Universidad de Chile ,96,3384
261,Meliton DeLaFuente, Huachipato ,97,1544
262,Emanuel Lamas, Everton ,92,4429
263,Gonzalo Chiguay, Universidad de Chile ,69,2748
264,Onofre Calfuqueo, Universidad de Chile ,40,2089
265,Gaston Sobarzo, Everton ,36,4939
266,Raul Huincaman, Palestino ,56,3948
267,Renzo Suazo, Universidad de Chile ,80,27
268,Faustino Nancucheo, Universidad de Chile ,99,2573
269,Aureliano Mena, Universidad de Chile ,92,2319
270,Gisela Montero, Palestino ,57,2885
271,Inigo Espinosa, Colo-Colo ,66,4323
272,Menandro Aguilera, Everton ,7,3457
273,Maximiliano azer, Palestino ,78,4949
274,Leocadio Macchiavello, Palestino ,22,1580
275,Washington Inostroza, Everton ,55,503
276,Felicisimo Cayuqueo, Palestino ,17,2813
277,Zebedeo Monsalve, Huachipato ,79,841
278,Borja Donoso, Huachipato ,99,2224
279,Dario3 Espejo, Colo-Colo ,86,2601
280,Antonio Moroni, Everton ,23,1027
281,Erasmo Montero, Everton ,47,2586
282,Valeriano Miranda, Colo-Colo ,42,2521
283,Ruben Lozada, Everton ,55,2707
284,Reyes Arevalo, Huachipato ,78,631
285,Cosme Ugarte, Huachipato ,41,4814
286,Kevin2 Valencia, La Serena ,90,4558
287,Eulogio Carvallo, Universidad de Chile ,85,2855
288,Samir Vidal, Everton ,20,3274
289,Pascasio Mecina, Colo-Colo ,24,2935
290,Ivan Lemarie, Colo-Colo ,38,4790
291,Hector Mellado, Palestino ,56,779
292,Edelmiro Angulo, Everton ,53,3754
293,Valentin Galaz, La Serena ,16,189
294,Fernando2 Zamora, Palestino ,77,2767
295,Quintin Moraga, Universidad de Chile ,49,1781
296,Kai Vergara, Huachipato ,0,852
297,Nazario Maluenda, Universidad de Chile ,3,2658
298,Leon Cataldo, Everton ,88,242
299,Servando Carmona, La Serena ,42,3633
300,Dario3 Rodriguez, Colo-Colo ,56,2488
301,Gonzalo Maiz, Palestino ,94,2204
302,Sumo Benitez, Colo-Colo ,21,4581
303,Ramiro Rios, Colo-Colo ,62,4213
304,Felipe Urrutia, Everton ,67,2073
305,Cornelio Gatica, La Serena ,42,389
306,Felix Ureta, La Serena ,51,3634
307,Silvio Cornejo, Everton ,35,2297
308,Teofilo Ferrada, Everton ,13,1636
309,Inigo A, La Serena ,93,199
310,Victoriano Maira, Universidad de Chile ,14,4205
311,Sancho Bascur, Colo-Colo ,48,3053
312,Feliciano2 Flores, Palestino ,42,374
313,Walter Mir, Colo-Colo ,59,170
314,Estanislao Gamez, Huachipato ,51,4419
315,Belisario Leal, Everton ,70,2155
316,Jaziel Lemarie, Colo-Colo ,40,3696
317,Patricio Villagra, Colo-Colo ,51,750
318,Esta Leal, Colo-Colo ,94,687
319,Jimena Marusic, Everton ,24,2575
320,Quentin Barahona, La Serena ,76,2448
321,Teodoro Moreno2, Palestino ,57,3971
322,Inigo Lizana, La Serena ,10,506
323,Dorian Bianchi, Colo-Colo ,8,2061
324,Cayetano Sanchez, La Serena ,80,4666
325,German Luksic, La Serena ,15,2952
326,Paulo Escalona, Huachipato ,91,3535
327,Ubaldo Marin, Huachipato ,64,2253
328,Anastasio DelCanto, Palestino ,61,3091
329,Mario3 Gajardo, Everton ,85,1171
330,nislao2 Elizalde, Huachipato ,72,2577
331,Cristian Vasquez, La Serena ,42,2432
332,Conrado Miranda, Huachipato ,62,1343
333,Primo Meza, Huachipato ,63,2680
334,Telmo Medel, Palestino ,11,1884
335,Norberto Mella, Universidad de Chile ,58,326
336,Logan Jimenez, La Serena ,61,4648
337,Iker2 Sobarzo, La Serena ,8,1464
338,Cristobal2 Montesinos, Colo-Colo ,40,1084
339,Kristian Montesinos, Colo-Colo ,50,1529
340,Eros Munoz, Colo-Colo ,46,1406
341,Geronimo2 Droguett, Everton ,88,2261
342,Horacio Larruy, Palestino ,47,2972
343,Socorro Krumm, Colo-Colo ,50,4407
344,Enmeregildo Ponce, Huachipato ,25,4591
345,Evaristo2 Loyola, Colo-Colo ,65,4538
346,Manases Mateluna, La Serena ,44,3496
347,Gonzalo2 Solis, Colo-Colo ,37,1173
348,Hilario Sobarzo, Universidad de Chile ,47,3413
349,Omar Ortiz, Universidad de Chile ,50,1435
350,Dorian Fuentealba, Huachipato ,51,4985
351,Israel Rifo, Huachipato ,88,4132
352,Claudio Rivera, Palestino ,45,475
353,Hector Estay, Universidad de Chile ,79,3325
354,Elizabeta Villalobos, Universidad de Chile ,22,2687
355,Manuel2 Riquelme, Colo-Colo ,68,3981
356,Alonso2 Lermanda, Colo-Colo ,97,4841
357,Lautaro2 Figueroa, Colo-Colo ,3,4467
358,Martin Aguilera, Everton ,24,612
359,Homero Mayorga, Colo-Colo ,87,1486
360,Inigo Salas, Everton ,69,3347
361,Dennis Cabrera, Palestino ,38,4993
362,Dario2 Escudero, La Serena ,4,346
363,Prudencio Escobar, La Serena ,86,336
364,Erasmo Mena, Palestino ,92,656
365,Vigilio Faundez, La Serena ,67,3706
366,Elmer Rodriguez, Everton ,75,1166
367,Jean Navarrete2, Palestino ,9,2931
368,Gabriel Perez, La Serena ,73,1276
369,Erostrato Mazzoni, Everton ,53,2241
370,Florencio Chiguay, Colo-Colo ,2,291
371,Alonso Ureta, Everton ,40,537
372,Francisco Maluenda, Universidad de Chile ,99,1564
373,Dorian Alcayaga, La Serena ,91,290
374,Reinaldo Leiva, Palestino ,70,3853
375,Jeremias Fernandez, La Serena ,1,1602
376,Isael Moyano, Colo-Colo ,70,4654
377,Claudio Ilabaca, Huachipato ,53,4539
378,Adan Huenupi, Huachipato ,46,4520
379,Blas Espinosa, Huachipato ,2,3342
380,Ventura Luksic, Everton ,55,214
381,Miguelangel Ovalle, Palestino ,36,4100
382,Pablo2 Larenas, Everton ,69,4707
383,Ildefonso Barriga, La Serena ,34,4618
384,Exequiel Morgado, Huachipato ,25,2845
385,Guillermo Tapia, Colo-Colo ,62,2376
386,Valerio Caroca, Universidad de Chile ,60,3062
387,Ramiro Roco, Universidad de Chile ,49,1776
388,Emir Reyes, Universidad de Chile ,18,387
389,Fabricio Sanhueza, Palestino ,26,4615
390,Tristan Huenupi, Universidad de Chile ,63,4900
391,Telmo Canete, La Serena ,6,4838
392,Gisela Catrileo, Palestino ,17,3655
393,Isaias2 Larrea, La Serena ,21,2252
394,Quentin Droguett, Everton ,84,3157
395,Ovidio Patino, Colo-Colo ,14,782
396,Karen Millar, La Serena ,67,4100
397,Alonso Pizarro, Universidad de Chile ,79,4735
398,Alfonso Lois, Universidad de Chile ,59,1446
399,Jenaro Zuniga, Universidad de Chile ,82,2991
400,Aitor Pavez, Universidad de Chile ,24,1838
401,Iker Monsalve, La Serena ,26,4401
402,Bruno Moroni, Palestino ,82,2799
403,Jeronimo Vidal, Everton ,67,4519
404,Luciano Perez, La Serena ,99,4792
405,Borja Pavez, Everton ,95,367
406,Ulpiano Ceballos, Colo-Colo ,32,2725
407,Policarpo Marinovic, La Serena ,5,599
408,Basilio Marquet, Universidad de Chile ,7,2065
409,Yago Krebs, Everton ,62,4217
410,Sotero Carrillo, Universidad de Chile ,75,2429
411,Ciro Vidal, Huachipato ,57,216
412,Plutarco Saez, Huachipato ,59,3995
413,Valeriano Ilabaca, Colo-Colo ,54,2628
414,Dario3 Soto, Palestino ,2,3579
415,Josias Concha, Colo-Colo ,36,4646
416,Marino Suarez, Universidad de Chile ,1,3740
417,Evaristo2 Betancourt, Palestino ,25,2505
418,Geronimo Araya, La Serena ,94,1223
419,Calixto Fuenzalida, Everton ,83,4243
420,Rodolfo Massone, La Serena ,88,4556
421,Casiano Mardoff, Palestino ,27,404
422,Arsenio Campos, La Serena ,68,3879
423,Gumersindo Manosalva, Everton ,22,1704
424,Teodoro Molina, Palestino ,52,2845
425,Alfonso Zuniga, Everton ,37,2651
426,Dante Guerra, Huachipato ,95,2152
427,Omar Marambio, Universidad de Chile ,7,1871
428,Daniel Palacios, Colo-Colo ,45,2866
429,Guido2 Perez, Everton ,8,1080
430,Orfelio Covarrubias, Universidad de Chile ,20,3545
431,Erostrato Pastene, Colo-Colo ,62,1101
432,Cipriano Montalba, La Serena ,71,1737
433,Adriel Meyer, Colo-Colo ,41,4144
434,Roberto Eyzaguirre, Universidad de Chile ,55,1515
435,Enrique Calfuqueo, Universidad de Chile ,57,2044
436,Fabricio Antinao, La Serena ,37,4530
437,Isaias Mellado, La Serena ,96,1980
438,Olimpio Meneses, Universidad de Chile ,12,2684
439,Lucas Berrios, Huachipato ,94,974
440,Ulpiano Torres, Palestino ,61,2354
441,Joaquin Meyer, Colo-Colo ,36,4630
442,Yandel Contreras, Huachipato ,24,2280
443,Hector2 Larruy, Everton ,16,3356
444,Amador Bravo, Everton ,52,2176
445,Hilario DeLaFuente, Universidad de Chile ,80,2558
446,Hernan2 Moncada, Huachipato ,32,1611
447,Zenon Barriga, La Serena ,55,531
448,Cipriano Covarrubias, Huachipato ,7,2466
449,Zacarias Alcayaga, Everton ,4,4045
450,Felix2 Moncada, Palestino ,3,2834
451,Enzo Ramirez, La Serena ,46,1689
452,Logan Poblete, La Serena ,71,4666
453,Primo Rifo, La Serena ,88,743
454,Zebedeo Latapiat, Colo-Colo ,71,11
455,Dario2 Marfull, Universidad de Chile ,81,1033
456,Eleuterio Marisio, Colo-Colo ,99,619
457,Lucio benito, Everton ,52,1383
458,Marino Henriquez, Everton ,62,685
459,Dennis Jeldres, Huachipato ,1,4454
460,Miguel Kuschel, Colo-Colo ,53,621
461,Aureliano Chacon, La Serena ,66,3390
462,Carlos Olivares, Palestino ,50,304
463,Logan Barra, Universidad de Chile ,57,3456
464,Jeremias Quezada, Universidad de Chile ,45,4893
465,Feliciano Brito, La Serena ,81,587
466,Alonso2 Olguin, La Serena ,27,755
467,Sotero Altamirano, Palestino ,57,3919
468,Pedro Godoy, Universidad de Chile ,65,3543
469,Elio Astorga, Huachipato ,25,4303
470,Doroteo Maureira, Huachipato ,78,499
471,Alan Zamorano, La Serena ,39,1072
472,Primo Lagos2, Palestino ,9,135
473,Arsenio Longueira, La Serena ,94,2877
474,Cirilo Altamirano, Everton ,35,3270
475,Quentin Gamez, Colo-Colo ,65,2893
476,Marcos2 Ponce, La Serena ,54,1252
477,Valerio Aravena, Huachipato ,34,2626
478,Juan2 Cisternas, Everton ,36,3318
479,Calixto Berrios, Universidad de Chile ,58,1912
480,Federico Nazer, La Serena ,38,2352
481,Sebastian Maureira, Colo-Colo ,3,2722
482,Aquiles Massone, Palestino ,63,4581
483,Lisandro Diaz, Universidad de Chile ,42,1147
484,Orlando Monardes, La Serena ,29,493
485,Leopoldo Godoy, La Serena ,65,3810
486,Josafat Chacana, Everton ,40,2624
487,Ramon Merino, Huachipato ,56,134
488,Ximeno Narvaez, Palestino ,50,2237
489,Horacio Espina, Colo-Colo ,57,1291
490,Rodolfo Ayala, Palestino ,5,1033
491,Rito Canete, Huachipato ,56,4650
492,Plutarco Aravena, Palestino ,80,1171
493,Hilario Massardo, Huachipato ,88,4321
494,Geronimo Urrutia, La Serena ,96,244
495,Maximo Maldonado, La Serena ,81,3695
496,Olegario Mancilla, La Serena ,89,2236
497,Aquiles Morande, Everton ,74,2090
498,Quico Rubio, Huachipato ,54,1706
499,Plutarco Canales, Universidad de Chile ,46,3501
500,Nicanor Loyola, Everton ,90,1031
501,Armando Antinao, Huachipato ,38,1755
502,Magn Marquet, Universidad de Chile ,68,1717
503,Valerio Pastene, Universidad de Chile ,94,3331
504,Khalil Mena, Universidad de Chile ,16,3119
505,Bruno Concha, Huachipato ,35,759
506,Levi Acevedo, Everton ,82,3122
507,Eros Palma, Palestino ,93,1213
508,Juan Jeldrez, Everton ,41,3778
509,Pascasio Opazo, Everton ,14,862
510,Manuel2 Mujica, Huachipato ,24,3925
511,Francisco Leyton, Huachipato ,30,4024
512,Lucas2 Pedreros, Everton ,42,4798
513,Matias2 Roldan, Everton ,30,160
514,Dario Rifo, Everton ,79,3079
515,Dimas Vidal, Huachipato ,87,3056
516,Lorenzo2 Bordeu, Huachipato ,39,3982
517,Juanito Fuenzalida, Palestino ,31,3720
518,Magn Cantuarias, Palestino ,55,3370
519,Juan2 Ramirez, Everton ,64,2767
520,Agapito Cabrera, Everton ,22,4533
521,Marcos Caceres, Everton ,30,2613
522,Cirilo Arias, Colo-Colo ,47,3882
523,Ximeno Reyes, Everton ,24,73
524,Tomas Bustos, La Serena ,80,3727
525,Mariana Alvarez, Everton ,63,1183
526,Adrian Espina, Huachipato ,89,4938
527,Yosef Caceres, Universidad de Chile ,45,1955
528,Karen Lozada, Colo-Colo ,1,1627
529,Armando Pizarro, Colo-Colo ,53,30
530,Asael Maldonado, La Serena ,46,3877
531,Boris Concha, Universidad de Chile ,97,4337
532,Delfin Huenuman, Colo-Colo ,22,3722
533,Efren Cano, Colo-Colo ,4,2289
534,Felipe Henriquez, Everton ,53,836
535,Julian Jimenez, Palestino ,16,1439
536,Abraham Lazcano, Universidad de Chile ,79,3308
537,Aurelio Jofre, La Serena ,63,2210
538,Macario Meruane, Universidad de Chile ,20,1069
539,Jacinto Romero, Palestino ,65,4816
540,Raul Bustos, Palestino ,24,926
541,Sancho Medina, Universidad de Chile ,82,1337
542,Sotero Sandoval, Colo-Colo ,40,2639
543,Ismael2 Andaur, Universidad de Chile ,37,4069
544,Josue2 Solis, Everton ,5,1076
545,Leonardo Montt, Everton ,4,2141
546,Gilberto Marsan, Palestino ,7,3384
547,Ernesto Fuentealba, Huachipato ,52,81
548,Cosme Melivilu2, Everton ,93,3096
549,Gilberto Gandarillas, Everton ,32,390
550,Marino Alcayaga, Colo-Colo ,93,1152
551,Bonifacio Torrealba, Everton ,63,4140
552,Saul Tejos, Palestino ,34,4226
553,Mario2 Montero, La Serena ,46,777
554,Mariano Antileo, Everton ,46,3637
555,Samir Aburto, Colo-Colo ,85,611
556,Alex Antinao, Huachipato ,78,903
557,Arcadio Melivilu2, Colo-Colo ,41,4020
558,Conrado Acevedo, La Serena ,32,4848
559,Jairo DelCanto, Colo-Colo ,41,3267
560,Nolasco Lozada, Huachipato ,36,2345
561,Jared Poblete, Huachipato ,37,3503
562,Sabino Meyer, Everton ,98,3147
563,Orestes Pizarro, Universidad de Chile ,7,2053
564,Raimundo Lastra, Colo-Colo ,63,1418
565,Norberto Chacon, Universidad de Chile ,37,1973
566,Ricardo Mariangel, Universidad de Chile ,69,676
567,Alonso Troncoso, Universidad de Chile ,94,1007
568,Hilda Villaroel, La Serena ,15,4784
569,Delfin Jerez, Universidad de Chile ,75,3242
570,Javier2 Retamal, Palestino ,17,4362
571,Iker2 Moffat, Palestino ,91,1570
572,Lisandro go, Universidad de Chile ,40,3823
573,Silvio Moreno, La Serena ,33,356
574,Noe Cayuqueo, Palestino ,75,4651
575,Facundo Mackenna, Palestino ,24,4725
576,Maximo Tapia, Universidad de Chile ,10,743
577,Timoteo Altamirano, Universidad de Chile ,84,805
578,Ubaldo Flores, Palestino ,8,4596
579,Zacarias Navarro2, Everton ,26,1832
580,Emiliano Mantegazza, Universidad de Chile ,57,2105
581,Ezequiel Riquelme, Colo-Colo ,11,3213
582,Cipriano Cantuarias, Everton ,9,3555
583,Damian Duran2, Huachipato ,11,3936
584,Rodrigo Oliva, Everton ,32,22
585,Josue2 Elgueta, Palestino ,94,2092
586,Celestino Elgueta, Huachipato ,26,4718
587,Desiderio Ayala, Everton ,82,4161
588,Edgar Serrano, Huachipato ,59,3376
589,Gildardo Lorca, La Serena ,29,4757
