ID,Nombre,Equipo,Puntaje,cantidadCompetencias
959,Rafael Pedreros, Universidad de Chile, 49.05, 1616
11422,Lucio Mirosevic, Colo-Colo, 71.10, 4059
8776,Ovidio Zamora, La Serena, 43.67, 3520
8763,Eriberto Larrondo, Palestino, 23.06, 4261
11729,Valeriano Ilabaca, Everton, 28.44, 1200
6124,Luis2 Santana, Palestino, 83.70, 1921
11862,Luciano Cariman, Palestino, 63.73, 4829
25519,Washington Tapia, La Serena, 83.49, 3837
25222,Felicisimo Galaz, Colo-Colo, 87.60, 599
495,Lisandro Bordeu, Huachipato, 78.11, 948
2063,Galileo Lorca, La Serena, 75.67, 3442
18625,Enmeregildo Solis, La Serena, 34.24, 2032
3945,Martin Aguirre, Palestino, 82.36, 2489
16059,Arturo Moya2, Colo-Colo, 36.15, 4644
6956,Alan Cariman, Huachipato, 67.48, 1700
16032,Cornelio Figueroa, Universidad de Chile, 44.91, 994
16762,Esta Rios, Huachipato, 55.92, 3971
257,Yandel Krebs, Huachipato, 49.41, 1322
22048,Alfredo Zuniga, La Serena, 41.59, 4947
13872,Hilda Mardoff, Everton, 59.08, 245
20990,Trifon Villaroel, Colo-Colo, 99.74, 4565
8446,Robinson Chacana, Palestino, 50.13, 2923
3447,Romualdo Lavados, La Serena, 87.65, 591
10250,Alfredo Toro, Everton, 65.46, 2264
16181,Amador Ramirez, La Serena, 37.74, 4998
27894,Silvio Oliva, Everton, 52.80, 2251
872,Claudio2 Larrain, Palestino, 2.13, 901
17291,Matias Maureira, Everton, 31.07, 364
15317,Jacobo Carrera, Everton, 64.07, 4771
21759,Eusebio Alcayaga, La Serena, 78.39, 2310
22492,Orlando Acevedo, Palestino, 88.44, 4025
23542,Gregorio Medel, La Serena, 70.86, 4349
12492,Feliciano Huenchullan, Huachipato, 98.63, 2935
9648,Antonio Villagra, Universidad de Chile, 83.75, 2694
21846,Leandro Saavedra, Universidad de Chile, 20.46, 3683
18251,Victoriano Acosta, La Serena, 42.51, 1772
14497,Candido Medel, Everton, 4.56, 1285
21076,Recaredo Lozada, La Serena, 74.76, 3896
1487,Melchor Marenzi, La Serena, 76.75, 4206
27027,Quirino Navarro2, Universidad de Chile, 68.28, 1071
5854,Erick Celis, Huachipato, 75.18, 3936
1251,Eugenio Inostroza, Everton, 44.76, 4791
16160,Sabino Gatica, Palestino, 24.60, 353
17034,Arnoldo Maza, Huachipato, 9.44, 260
9292,Trifon Millan, Palestino, 68.66, 3205
10629,Galileo DeLaCruz, Universidad de Chile, 13.71, 1685
7254,Amir Mackenna, Colo-Colo, 10.36, 2953
6034,Armando Ibacache, La Serena, 95.42, 1509
23027,Javier Lastra, Huachipato, 36.58, 4126
27764,Florencio Bastias, La Serena, 96.21, 4433
19926,Dimas Lautaro, Colo-Colo, 36.39, 4103
19023,Dorian Leiton, Palestino, 49.04, 4749
12658,Edelmiro DelFierro, Colo-Colo, 40.41, 456
18047,Daniel Lemus, Huachipato, 17.89, 1119
13567,Ruperto2 Encina, Palestino, 20.35, 3331
25939,Jacobo Bolados, Everton, 36.19, 2963
25828,Salomon Jerez, Huachipato, 25.75, 627
19712,Oscar Ponce, Palestino, 22.04, 1466
20104,Leonardo2 Farias, Huachipato, 3.68, 4680
24973,Lisardo Larrondo, Everton, 21.86, 2324
26824,Giovanni Larenas, Universidad de Chile, 36.07, 3780
5855,Mariano2 Bernal, Universidad de Chile, 5.51, 4979
19481,Salomon Krumm, Colo-Colo, 35.82, 1209
16728,Kenny Melendez, Colo-Colo, 85.68, 1103
20892,Nelson Marusic, Colo-Colo, 33.70, 4541
25109,Xavier Marisio, Colo-Colo, 90.62, 3748
17470,Lorenzo Montesinos, Universidad de Chile, 88.88, 100
14535,Escolastico Delgado, Huachipato, 60.12, 3860
3500,Isaias Aguilera, Universidad de Chile, 71.49, 3713
22765,Benito Ovalle, Colo-Colo, 90.58, 3590
10279,Casandro Escobar, Universidad de Chile, 7.91, 201
7768,Plutarco Quiroz, Everton, 66.88, 4634
16266,Eros Martinez, Universidad de Chile, 70.32, 846
24602,Enmeregildo Morales2, Everton, 82.14, 3931
10018,nislao2 lmonacid, Colo-Colo, 43.04, 99
4815,Cosme2 Maureira, Palestino, 23.96, 2204
11142,Silverio Moris, Everton, 49.40, 1205
3084,Gerardo Mondaca, Everton, 25.16, 1173
12190,Jonatan Rozas, Everton, 44.99, 1661
21698,Melchor A, La Serena, 49.12, 2820
13240,Demian Encina, La Serena, 34.61, 2823
20817,Enrique Hernandez, Palestino, 51.36, 1125
10088,Teodoro Menchaca, La Serena, 8.06, 4408
20263,Jordy Melita, Huachipato, 43.08, 693
3627,Mario Lara, Everton, 70.87, 3312
1517,Gustavo Urrutia, Huachipato, 74.85, 4963
21885,Maximo Leiva, Huachipato, 72.79, 3088
2935,nislao2 Maluenda, Huachipato, 22.19, 4763
17920,Gonzalo Luen, La Serena, 84.85, 1388
18923,Rodrigo Montero, La Serena, 76.14, 397
12599,Santiago Hidalgo, Palestino, 29.94, 4575
26138,Conrado Morgado, La Serena, 10.13, 2108
26532,Dimas Lastra, Universidad de Chile, 10.57, 1851
15935,Toribio Quezada, Universidad de Chile, 65.18, 3566
16888,Isaias Mackenna, La Serena, 0.91, 1759
2900,Khalil Cespedes, Huachipato, 45.41, 422
4386,Orestes Guerrero, Everton, 14.06, 668
1468,Jael Luksic, La Serena, 88.87, 2204
9211,Fortunato2 Medel, Universidad de Chile, 43.19, 3446
5731,Israel Narvaez, Everton, 65.58, 4697
14563,Loren Jeldres, Palestino, 87.53, 3707
24277,Menandro Labra, La Serena, 6.95, 4095
21216,Prudencio Toro, Everton, 57.56, 3440
18155,Marcial Quintana, Huachipato, 38.87, 1772
3571,Gaston Villanueva, Huachipato, 16.17, 3239
20324,Asael Patino, Palestino, 37.68, 2732
7176,Gaston Escudero, Huachipato, 53.68, 4385
21368,Rafael Rifo, Huachipato, 17.01, 1037
13860,Nestor Mladinic, Huachipato, 44.62, 4503
15641,Arsenio Larrondo2, Colo-Colo, 79.80, 4716
6942,Emerico Meza, Everton, 69.50, 1302
21508,Valerio Catricura, Colo-Colo, 95.39, 3067
11740,Marcial Arroyo, Universidad de Chile, 7.91, 2205
5625,Jordan Bolados, Everton, 47.52, 73
24785,Karen Leonelli, Huachipato, 43.87, 951
11109,Zacarias Moena, Everton, 33.30, 27
24753,Alonso Montero, Everton, 10.49, 4135
20368,Inigo Rifo, Universidad de Chile, 57.60, 487
11457,Ximeno Vergara, Colo-Colo, 82.66, 775
11687,Gaston Cortes, Palestino, 66.19, 4501
1558,Lisandro2 Lucchini, Universidad de Chile, 10.24, 352
18352,Ladislao Ortiz, Everton, 55.40, 4078
3943,Franco Melivilu2, Colo-Colo, 80.91, 4074
26380,Juan Chavez, La Serena, 69.09, 172
14639,Reinaldo Moller, Palestino, 79.30, 3237
26885,Felipe Crespo, Palestino, 70.14, 3088
20071,Humberto Mella, Colo-Colo, 85.49, 1392
18489,Isaac Lagos, La Serena, 48.26, 386
12242,Ceferino Suarez, Everton, 87.84, 529
24889,Agapito Herrera, Huachipato, 97.22, 3480
4693,Aurelio Moena, Palestino, 84.77, 2067
10221,Cosme2 Inostroza, Universidad de Chile, 44.12, 1786
19527,Facundo Meruane, Colo-Colo, 74.79, 481
22034,Alvaro Lillo, La Serena, 86.47, 51
14274,Felicisimo Lizana, Everton, 92.23, 1804
12278,Hilda Saavedra, Huachipato, 82.90, 3464
4245,Leon Eyzaguirre, Palestino, 62.99, 3994
13096,Joel2 Montalba, Colo-Colo, 56.23, 3340
26354,Joaquin2 Navarro2, La Serena, 95.48, 611
2637,Connor Barrios, Everton, 10.21, 2793
4581,Levi Hidalgo, Palestino, 24.09, 2279
24354,Giovanni Carmona, Huachipato, 5.80, 2478
6314,Nemesio Montt, La Serena, 32.83, 4499
810,Hugo Crespo, Everton, 54.32, 4851
2470,Belisario Musalem, Colo-Colo, 10.81, 3719
26604,Telmo Sobarzo, Palestino, 61.46, 2008
27156,Obdulio Latapiat, Universidad de Chile, 77.89, 3187
24812,Jenaro Huerta, Universidad de Chile, 1.93, 305
27524,Meliton Massone, Huachipato, 55.94, 839
2076,Matias Fernandez, Universidad de Chile, 77.74, 1065
2376,Feliciano2 Castro, Universidad de Chile, 98.89, 1566
26480,Amador Avendano, Everton, 8.91, 2002
21071,Rodrigo Mantegazza, Huachipato, 25.70, 1521
11596,o Caroca, Everton, 12.89, 4433
15639,Aristides Maureira, La Serena, 85.90, 4544
6251,Juanito Cortinez, Universidad de Chile, 66.78, 3884
9572,Modesto Cano, Huachipato, 11.73, 2000
3482,Pablo2 Escudero, Huachipato, 79.82, 760
18499,Ruperto Munita, Everton, 23.36, 176
20090,Guillermo Cano, La Serena, 0.18, 2972
7232,Segismundo Saavedra, La Serena, 69.31, 3379
7945,Demian Lahsen, La Serena, 43.65, 1075
20499,Yosef Retamal, Palestino, 1.03, 4804
26878,Arcadio Mateluna, Universidad de Chile, 4.22, 1339
25213,Segismundo Fernandez, Palestino, 45.63, 3960
12815,Ramiro Pavez, Palestino, 52.96, 1803
1964,to Chavez, Palestino, 71.63, 2626
2282,Delfin Barrientos, Colo-Colo, 81.67, 626
7399,Israel Ayala, Everton, 50.98, 3663
8780,Lucas2 Antileo, Universidad de Chile, 56.63, 804
21476,Juan Mesina, La Serena, 87.17, 4852
27973,Mario3 Mondaca, Universidad de Chile, 49.91, 837
11595,Galileo Campillay, Huachipato, 71.10, 3684
1985,Genaro2 Vasquez, Huachipato, 24.17, 3992
5192,Gaston Godoy, Colo-Colo, 84.88, 673
17139,Wilmer Macchiavello, La Serena, 50.39, 4291
22134,Fabricio2 Villaroel, Colo-Colo, 49.20, 1484
9946,Vicente Mimica, Universidad de Chile, 74.92, 4605
26243,Kenny Paredes, Huachipato, 52.06, 3856
25132,Kenny Calfuqueo, Everton, 56.23, 2825
13046,Onofre Huerta, Everton, 37.82, 1304
549,Juanmanuel Messina, Palestino, 63.30, 4219
6995,Quirino Perez, Huachipato, 1.71, 4708
20701,Socorro Cano, Everton, 79.57, 1420
2710,Miguelangel Parra, Everton, 40.88, 3870
26089,Socorro Quezada, Universidad de Chile, 65.74, 3845
26943,Filemon Martic, Universidad de Chile, 91.09, 3780
21585,Manuel2 Ayala, Everton, 57.04, 1170
27530,Amir Huerta, Palestino, 76.08, 2399
17880,Logan Vasquez, La Serena, 90.46, 705
12285,Clarence Lahsen, Palestino, 23.79, 674
13226,Timoteo Rifo, La Serena, 95.66, 1374
27446,Gonzalo2 Lamas, Palestino, 60.60, 2128
12924,Ariel2 Rivera, Colo-Colo, 11.40, 4213
21773,Doroteo Blanco, Palestino, 84.91, 2458
2452,Connor Bolados, Universidad de Chile, 61.91, 4897
10508,Dario3 Mancilla, Huachipato, 92.33, 4102
12624,Juan2 Ayala, Huachipato, 61.38, 1468
7604,Leocadio Bravo, Universidad de Chile, 89.63, 1561
26668,Guido Latorre, Huachipato, 81.31, 2272
21327,Fabricio Ramirez, Universidad de Chile, 99.02, 3876
26992,Eulogio Lopez, Colo-Colo, 16.82, 173
18021,Obdulio Longueira, Universidad de Chile, 19.28, 4403
13132,Lorenzo Pincheira, Palestino, 33.32, 742
323,Elpidio Moreno2, Huachipato, 59.94, 2006
27763,Trifon Muller, Palestino, 97.60, 453
7967,Javier Lira, Everton, 52.23, 3744
11431,Dario Lara, Palestino, 33.34, 3480
1875,Erick Huilical, Colo-Colo, 79.91, 4154
12865,Lisandro Krumm, La Serena, 72.00, 914
23900,Gaston Luque, Colo-Colo, 17.39, 3231
3054,Menandro Fuenzalida, La Serena, 83.63, 2315
17392,Donato Lautaro, Huachipato, 38.31, 1139
5351,Antonio Sanhueza, La Serena, 66.00, 54
18329,Ulpiano Campos, Everton, 5.72, 2893
9958,Trifon Larraguibel, Universidad de Chile, 64.20, 4030
2878,Mariano2 Tapia, Colo-Colo, 36.98, 4027
20556,Amaro Vega, La Serena, 53.41, 1026
15123,Sotero Mayorga, Huachipato, 58.81, 2177
11391,Junior Mondaca, Palestino, 48.11, 1585
19120,Ricardo Melivilu, Palestino, 58.87, 2078
5678,Aaron Torrealba, Everton, 82.50, 2084
12474,Borja Messina, Universidad de Chile, 60.53, 3321
22751,Miguel Valencia, La Serena, 60.93, 2246
15882,Khalil DelCanto, Huachipato, 58.95, 2017
1828,Maximo Barahona, Everton, 63.13, 428
21118,Abraham Moreno, Universidad de Chile, 5.62, 4472
10556,Alejo Villagra, Huachipato, 50.94, 4297
8964,Jimena Oyarzun, Colo-Colo, 63.68, 2549
725,Leonardo2 Quinteros, Huachipato, 53.01, 4828
11154,Kadir Avendano, Universidad de Chile, 84.30, 4967
7350,Alvaro Huilical, Palestino, 69.11, 1795
20385,Maximiliano Inostroza, Palestino, 71.25, 2097
12958,Desiderio2 Bastias, Colo-Colo, 42.80, 644
8288,Federico Cofre, Palestino, 29.47, 1186
26956,Guido2 Monsalve, Colo-Colo, 42.84, 2146
26019,Samir Krause, Huachipato, 41.14, 2600
11855,Fidel Santos, Palestino, 42.25, 2071
3312,Amador Nadal, Colo-Colo, 96.61, 1416
24881,Jesus Moroni, Palestino, 85.04, 902
4563,Tiburcio Cerda, Colo-Colo, 22.53, 4883
17963,Gildardo Navarrete2, Palestino, 50.84, 4520
16965,Edwin Burgos, Everton, 94.69, 2422
1591,Eusebio Macchiavello, Colo-Colo, 27.97, 129
17340,Remigio Contreras, La Serena, 14.94, 3951
24220,Galileo Opazo, Colo-Colo, 32.27, 1636
589,Raul Elgueta, La Serena, 16.60, 699
27700,Nicolas Quintana, Huachipato, 83.60, 2324
127,Yosef Marquet, Colo-Colo, 77.77, 4539
19681,Enmeregildo Quiroz, Colo-Colo, 85.45, 2613
13981,Evaristo2 Rubio, Palestino, 92.06, 232
18614,Rodolfo Olguin, Palestino, 93.96, 4332
27099,Cayetano2 Moller, Palestino, 95.13, 4678
12088,Cristobal Bahamondes, Huachipato, 76.84, 664
25231,Felicisimo Rubio, La Serena, 80.97, 1209
1379,Candido Gatica, Universidad de Chile, 53.40, 4608
10657,Timoteo Farias, La Serena, 59.22, 4428
13716,Elmer Santibanez, Huachipato, 22.33, 3891
24730,Renato Orellana, Huachipato, 84.08, 3742
18982,Favio Villagra, Palestino, 20.57, 4519
6026,Nelson Barriga, Palestino, 79.73, 3143
20158,Fernando2 Ovalle, Colo-Colo, 49.38, 3653
20380,Olegario Sandoval, Colo-Colo, 48.17, 4284
16007,Teodoro Gomez, Palestino, 3.49, 148
10687,Justino2 Lazcano, Colo-Colo, 84.94, 225
7510,Joaquin2 Navarro2, Huachipato, 65.54, 1783
7180,Justo Covarrubias, Everton, 36.53, 3797
8169,Braulio Pavez, Huachipato, 28.25, 85
8391,Leonardo2 Alcayaga, La Serena, 13.77, 96
26468,Abel Escudero, La Serena, 85.29, 2186
7799,Casandro Vidal, Huachipato, 91.07, 3142
6753,Cristobal2 Cifuentes, Huachipato, 60.08, 1452
26727,Jordy Jimenez, Huachipato, 3.16, 3479
26982,Bernardo Opazo, Colo-Colo, 81.23, 4983
10332,Candido Salas, Huachipato, 88.27, 1210
2112,Marcelo Pedreros, Everton, 96.81, 3534
27494,Jacobo Castillo, Everton, 45.21, 4609
21111,Flavio2 Lara, Everton, 30.10, 1479
24756,Eduardo Montero, Universidad de Chile, 12.32, 3290
12850,Feliciano Ureta, Universidad de Chile, 52.50, 1452
26570,Tomas Caroca, Colo-Colo, 55.53, 140
4794,Abel Fredes, Everton, 25.68, 163
8647,Braulio Olivares, Everton, 63.40, 1307
22728,Yandel Chavez, Colo-Colo, 69.08, 741
8491,Flavio2 Loyola, Huachipato, 61.62, 1085
11638,Teofilo Quintana, Universidad de Chile, 79.53, 4147
4166,Nestor Farias, Huachipato, 53.47, 1047
7746,Emiliano Lermanda, Colo-Colo, 14.95, 2038
2528,Ambrosio Luque, Colo-Colo, 34.01, 4347
12466,Rolando Valenzuela, La Serena, 71.05, 4296
9712,Sabino Valdes, Palestino, 11.44, 4592
22057,Hipolito Moreno2, Palestino, 95.81, 952
23302,Evaristo2 Roldan, Huachipato, 94.80, 1202
23401,Matias Meyer, Universidad de Chile, 45.44, 2312
16296,Jorge Moffat, Universidad de Chile, 74.12, 2194
12696,Ciro Meneses, Everton, 39.36, 1981
25268,Anselmo Maturana, Universidad de Chile, 14.73, 632
14157,Osvaldo Latapiat, Colo-Colo, 47.64, 3180
22636,Israel Roco, Huachipato, 22.48, 1780
2954,Geronimo2 Catalan, Palestino, 69.12, 1591
5730,Mario2 Luksic, Everton, 20.57, 2156
1747,Casandro Torres, Colo-Colo, 24.74, 4732
25840,Inigo Villanueva, Universidad de Chile, 61.84, 4559
518,Horacio Mirosevic, Colo-Colo, 97.66, 2914
14431,Perfecto Donoso, Colo-Colo, 76.58, 1530
5327,Genaro Rodriguez, Everton, 91.30, 1528
24373,Luis2 Morales, Universidad de Chile, 47.36, 4738
14236,Gael Valdes, Colo-Colo, 18.03, 1451
3155,Doroteo Morales, La Serena, 44.47, 2658
26486,Ignacio Mella, Universidad de Chile, 19.04, 601
6989,Bernardo Jerez, Everton, 57.46, 1079
25571,Norberto Krause, Everton, 1.25, 3036
24341,Jenaro Rubio, La Serena, 74.11, 1761
17891,Maximo Jerez, La Serena, 40.12, 2381
13138,Yosef Escudero, Colo-Colo, 27.03, 4096
26241,Kai Jofre, La Serena, 24.00, 1818
22045,Benjamin Larrondo2, Universidad de Chile, 52.62, 3464
4198,Ambrosio Lorca, Everton, 41.53, 2064
26061,Dario Monreal, Everton, 98.08, 3791
19982,Guillermo Calderon, Colo-Colo, 55.09, 4810
5665,Mario3 Mayorga, Colo-Colo, 14.77, 3493
15396,Emanuel Morgado, La Serena, 34.83, 1162
22834,Desiderio2 Lara, Colo-Colo, 78.25, 4575
26862,Erostrato Acevedo, Palestino, 76.36, 4435
23661,Desiderio Lepe, Universidad de Chile, 81.21, 4539
13704,Juanmanuel Quiroz, Universidad de Chile, 56.96, 4630
23689,Abel Marcone, Colo-Colo, 68.34, 1016
8633,Esteban Markovic, Palestino, 38.22, 4231
4901,Marcelo Valde, La Serena, 90.80, 1734
3245,Ildefonso Narvaez, Huachipato, 54.53, 1653
8013,Jacobo Jeldrez, La Serena, 39.77, 2420
18482,Eugenio2 Sanhueza, Colo-Colo, 28.56, 2298
16067,Santiago Munoz, Everton, 40.85, 3664
22040,Camilo Matamala, Colo-Colo, 7.06, 554
27336,Elian Moller, Everton, 47.71, 2641
16550,Delfin Antileo, Palestino, 60.25, 461
1524,Dalmacio Tejos, Colo-Colo, 25.48, 3555
26518,Lautaro2 Hidalgo, Universidad de Chile, 8.10, 1807
19879,Ladislao Moroni, Huachipato, 97.16, 3352
23684,Moises Chavez, Universidad de Chile, 34.96, 2675
13270,Melchor Polanco, Huachipato, 90.00, 744
24798,Hugo Andrade, Universidad de Chile, 21.88, 2048
24187,Anuar Santos, Everton, 24.42, 230
2549,Elmer Moncada, Everton, 0.92, 1604
25479,Hector2 Barahona, Huachipato, 5.93, 3013
27241,Sebastian go, Palestino, 40.23, 3946
25354,Marcelo Santibanez, Huachipato, 22.02, 4208
7212,Homero Moreno2, Huachipato, 21.17, 3247
9546,Ovidio Alquinta, Huachipato, 91.93, 259
1225,Saul Arcos, Everton, 36.70, 4101
22571,Manuel Gutierrez, Palestino, 56.01, 327
24104,Rodrigo Torres, Colo-Colo, 43.36, 4423
9873,Santiago Villavicencio, La Serena, 21.49, 4603
12165,Alberto Merello, Colo-Colo, 91.63, 2421
18317,Xavier Lazcano, La Serena, 56.24, 1753
24511,Erostrato Calfuqueo, Universidad de Chile, 53.46, 2624
1327,Gildardo Marambio, La Serena, 21.40, 2339
23748,Asael Klocker, Huachipato, 19.44, 856
21340,Juan2 Marin, La Serena, 49.78, 3743
5114,Claudio Morales2, Huachipato, 56.37, 882
27971,Zacarias Aguilera, La Serena, 30.81, 818
1537,Cornelio Aviles, Everton, 34.98, 4109
17394,Ulises Marisio, Everton, 95.64, 1731
11469,Cristian Cabello, La Serena, 86.05, 1575
16738,Sabino Herrera, Palestino, 71.10, 605
17646,Liam Lozada, La Serena, 41.05, 1670
15757,Eulogio Morand, Palestino, 77.53, 4026
17955,Roberto Marcone, Everton, 39.21, 3430
7831,Mauricio Altamirano, Colo-Colo, 87.87, 2202
15514,Amaro Curinao, Universidad de Chile, 91.62, 3717
13785,Amaro Barrientos, Everton, 81.05, 4247
8388,Olimpio Cataldo, Colo-Colo, 65.79, 1549
7801,Fernando2 Mansilla, Palestino, 86.97, 4941
1042,Gabino Moraga, Universidad de Chile, 92.16, 2005
27102,Telmo Ureta, Palestino, 34.27, 1024
11590,Noriel Salazar, La Serena, 99.89, 374
6157,Higinio Morande, Huachipato, 29.24, 222
6778,Daniel Contreras, La Serena, 18.10, 1742
13740,Gildardo Guerra, Colo-Colo, 63.02, 334
6305,Laura Mogollon, La Serena, 50.90, 1322
22767,Ismael Espinoza, Everton, 84.88, 3656
21941,Ruperto2 Lucero, La Serena, 6.01, 2031
27654,Gino Dominguez, Palestino, 24.27, 4468
5117,Ciro Altamirano, Huachipato, 23.20, 2983
2446,Nemesio Campos, Huachipato, 69.09, 4793
8420,Camilo Olivares, Colo-Colo, 52.05, 2871
17064,Fidel Lagos, Universidad de Chile, 42.53, 2594
14736,Alonso Ulloa, Colo-Colo, 48.05, 333
16389,Ivan Parra, La Serena, 6.48, 3941
2419,Jared Aviles, Colo-Colo, 77.05, 4583
5342,Feliciano Lobos, Everton, 39.00, 4458
12218,Guido Longueira, La Serena, 79.92, 2113
18095,Flavio2 Catricura, La Serena, 88.35, 1533
12761,Daniel Salas, Huachipato, 37.34, 1164
26091,Clarence Perez, Colo-Colo, 66.07, 784
22416,Nemesio Retamal, Palestino, 60.60, 4221
21279,Lucas2 Maldonado, La Serena, 46.88, 3219
18418,Jenaro Sarabia, Huachipato, 77.42, 3110
8378,Desiderio Moriconi, Everton, 58.96, 549
26880,Hugo2 Poblete, Huachipato, 31.84, 2937
10833,Joel2 Carmona, Huachipato, 46.78, 2021
