ID,Nombre,Equipo,Puntaje,cantidadCompetencias
1896,Miguel Cariman, Huachipato, 35.92, 2143
1392,Laureano Barrientos, Palestino, 9.96, 4854
892,Toribio Zuniga, Colo-Colo, 5.07, 1047
1507,Leonardo2 Fernandez, Universidad de Chile, 9.44, 3416
1390,Elpidio Marquet, Palestino, 40.72, 3581
411,Agapito Concha, Colo-Colo, 12.45, 2287
1563,Dante Catricura, Palestino, 30.70, 707
1547,Marcelo Coloma, Huachipato, 93.43, 4073
691,Policarpo Marisio, Colo-Colo, 14.11, 1033
1058,Delfin Munita, Colo-Colo, 35.43, 192
778,Heriberto Huichalaf, Huachipato, 71.75, 930
1764,Candelario Uribe, Palestino, 77.67, 1851
239,Jairo Escudero, Universidad de Chile, 90.83, 3136
583,Galileo Soto, Everton, 56.16, 4923
1077,Facundo Marambio, Universidad de Chile, 52.88, 2419
56,Valerio Bertin, Universidad de Chile, 96.90, 1623
1137,Sabino Curilef, Huachipato, 85.28, 1995
1019,Manuel Neira, Colo-Colo, 5.46, 4201
1332,Desiderio2 Fernandez, Everton, 78.19, 1181
1516,Gustavo Encina, Colo-Colo, 70.52, 1482
1786,Armando Nadal, Universidad de Chile, 88.94, 4516
324,Lorenzo2 Jara, Palestino, 97.32, 1488
671,Vicente Inostroza, Huachipato, 42.66, 2516
777,Guido Mazzoni, La Serena, 55.98, 1345
588,Jacinto Betancourt, Universidad de Chile, 15.46, 2377
1054,Kadir Lepe, Everton, 90.36, 1962
702,Lautaro Moroni, Universidad de Chile, 3.12, 916
71,Maximo Medina, Palestino, 17.36, 1334
1721,Claudio Medel, Everton, 54.61, 901
1908,Justino Montero, Huachipato, 37.61, 1090
1802,Emir Cariman, Universidad de Chile, 87.31, 4171
1638,Ciro Mladinic, Colo-Colo, 60.19, 4151
404,Facundo Bustos, Palestino, 25.08, 2535
1297,Saul Melivilu2, Huachipato, 1.86, 1081
1153,Ovidio Sanchez, La Serena, 86.75, 3930
248,Alonso Monreal, Universidad de Chile, 49.02, 2836
407,Juanmanuel Ilabaca, La Serena, 65.82, 3974
1075,Saturnino Montoya, Colo-Colo, 57.18, 3500
1465,Manuel Rubio, Universidad de Chile, 22.60, 3025
440,Ovidio Montenegro, Palestino, 53.34, 1067
1261,Clemente2 Sanhueza, Huachipato, 54.50, 705
1985,Yosef Belmar, Colo-Colo, 81.24, 2499
238,Joel2 Luksic, Palestino, 78.82, 2371
10,Noriel Montalba, Colo-Colo, 10.05, 2334
101,Benito Menchaca, Palestino, 76.60, 4592
1892,Ignacio Marquet, La Serena, 48.17, 2143
284,Luciano2 Nail, Everton, 13.94, 3684
280,Benicio Cano, Everton, 86.99, 7
717,Isaac Klocker, Universidad de Chile, 78.91, 785
433,Boris Calderon, Palestino, 11.71, 283
191,Kevin Cerda, Universidad de Chile, 7.80, 1162
1500,nislao2 Quiroz, Universidad de Chile, 69.30, 1852
223,Darwin Acosta, Everton, 44.71, 720
256,Washington Garay, Huachipato, 16.95, 2439
188,Jeronimo Araya, La Serena, 73.55, 4540
630,Agapito Benavides, Huachipato, 56.64, 419
1020,Melchor Huilical, La Serena, 16.14, 4550
946,Fabiola Munoz2, La Serena, 59.74, 4780
1842,Joel Calquin, Everton, 50.85, 4377
1523,Desiderio Aravena, La Serena, 78.18, 4644
926,Justo Herrera, Universidad de Chile, 94.35, 4370
1557,Miguelangel Araya, Colo-Colo, 87.71, 2790
428,Dario Mellado, Everton, 72.15, 2960
1715,Clarence Mazzoni, La Serena, 15.76, 4767
410,Cesar Foncea, Universidad de Chile, 90.64, 3417
350,Amir Guerrero, Universidad de Chile, 60.35, 2694
601,Lautaro2 Lamas, Colo-Colo, 18.59, 2603
1010,Pedro Escalona, Universidad de Chile, 83.23, 766
1217,Pascual Becerra, Colo-Colo, 33.40, 655
1184,Lucas Catricura, Colo-Colo, 65.25, 1619
707,Pedro Robles, La Serena, 79.44, 748
58,Nicomedes Klocker, La Serena, 7.73, 3340
896,Jairo2 Huincaleo, Huachipato, 96.40, 2647
259,Yosef Mondaca, Palestino, 20.66, 705
385,Feliciano Gonzalez, La Serena, 14.61, 3027
663,Levi Aburto, Universidad de Chile, 15.34, 4940
461,Mario2 Elizalde, Everton, 95.29, 4598
831,Lisandro Munita, Palestino, 33.46, 159
27,Juanito Krebs, Universidad de Chile, 53.11, 1030
545,Amador Garay, La Serena, 75.48, 287
864,Emir Pincheira, Palestino, 54.82, 2838
336,Feliciano2 Vega, Huachipato, 66.43, 2212
383,Alan Medel, Universidad de Chile, 81.92, 699
1674,Teodoro Acosta, Palestino, 90.93, 1103
915,Orfelio Tejos, Universidad de Chile, 76.29, 3521
292,Cayetano Santander, Colo-Colo, 22.83, 1508
1773,Candelario Cardenas, Everton, 33.90, 3478
207,Elio Castro, La Serena, 4.70, 1401
274,Solano Santana, Colo-Colo, 5.97, 1057
1249,Justino Faundez, Everton, 8.83, 1577
384,Valentin Mateluna, Universidad de Chile, 55.86, 1515
1870,Renato DelSolar, Universidad de Chile, 1.51, 4050
1792,Loren Roco, Colo-Colo, 75.83, 4132
1096,Freddy Lozada, Universidad de Chile, 90.79, 3328
1476,Cayetano2 DelFierro, La Serena, 9.33, 818
745,Jean Villalobos, La Serena, 40.28, 3285
388,Fabiola Morande, Huachipato, 70.01, 969
1254,Amador Medina, Huachipato, 67.69, 1930
1462,Lorenzo Villaroel, Huachipato, 39.35, 694
199,Renzo azer, Everton, 21.14, 378
1121,Franco Ferrada, Everton, 53.28, 343
605,Lucas2 Paredes, Palestino, 44.14, 3491
84,Urbano Lagos2, Universidad de Chile, 75.33, 4167
454,Leonardo2 Toledo, Huachipato, 71.23, 4107
585,Zacarias Moreno2, La Serena, 86.60, 3668
181,Lorenzo2 Messina, Universidad de Chile, 10.21, 1091
1225,Quintin Gatica, Everton, 4.78, 2374
1667,Gerardo Escobar, Everton, 10.20, 1427
497,Teodoro Godoy, Colo-Colo, 74.52, 304
1971,Adrian Pena, La Serena, 98.75, 2578
1248,Ambrosio Leiton, Huachipato, 20.11, 1914
1854,Gino Concha, Palestino, 1.78, 4700
230,Elpidio Monje, Palestino, 3.04, 3548
1851,Ernesto Ramirez, Huachipato, 62.13, 324
1813,Silvio Godoy, Universidad de Chile, 23.50, 2583
163,Daniel Lamas, Colo-Colo, 69.45, 3338
1968,German Pino, La Serena, 63.75, 2660
1671,Ambrosio Vergara, La Serena, 36.44, 4492
90,Blas Lagos, Huachipato, 42.24, 1733
1741,Anselmo Covarrubias, La Serena, 13.93, 1619
666,Delfin Latorre, La Serena, 83.21, 4323
52,Solano Sandoval, La Serena, 26.72, 903
549,Robinson Molina, Palestino, 30.18, 2296
488,Prudencio Alvarez, Universidad de Chile, 32.67, 3074
345,Kevin2 Morales, Everton, 68.32, 3929
868,Desiderio2 Ortiz, Everton, 46.47, 3109
452,Ildefonso Donoso, Everton, 90.64, 1803
1271,Horacio Klocker, La Serena, 55.83, 4117
918,Candelario Valde, Huachipato, 17.19, 271
157,Gonzalo Miralles, Universidad de Chile, 57.77, 589
393,Miguel Larrea, Huachipato, 29.34, 4667
1485,Cornelio Palacios, Everton, 3.76, 3622
1068,Cosme2 Salazar, Huachipato, 97.57, 2539
212,Alex Rozas, La Serena, 3.22, 2938
1961,Servando Klocker, Huachipato, 64.69, 1774
1468,Quico Millan, Huachipato, 45.11, 2974
1819,Onofre Leiva, Huachipato, 3.14, 1326
1431,Kadir Galindo, Huachipato, 41.70, 4822
590,Salomon Serrano, Universidad de Chile, 64.55, 501
1992,Ismael Lozada, Palestino, 55.88, 3522
100,Quentin Longueira, Everton, 49.76, 4040
1950,Zenon Ponce, La Serena, 64.57, 264
1132,Ovidio Massardo, Huachipato, 70.21, 1219
147,Cipriano Escalona, Everton, 17.27, 2770
1996,Calixto Huerta, La Serena, 38.68, 4597
728,to Merello, Colo-Colo, 80.08, 162
725,Heriberto Castillo, Universidad de Chile, 72.52, 1390
847,Severiano Ramirez, Colo-Colo, 16.89, 3844
1140,Dalmacio Ureta, Everton, 38.52, 1086
1039,Kenny Ilabaca, Huachipato, 99.90, 3825
1215,Isaias Catricura, Colo-Colo, 4.20, 853
507,Kenny Saavedra, Everton, 68.49, 1855
246,Matias Navarro, Palestino, 6.27, 3410
1509,Josue2 Mosso, Universidad de Chile, 71.65, 2394
1646,Junior Fernandez, Colo-Colo, 94.64, 232
734,Elian Verdugo, Universidad de Chile, 7.89, 4875
1030,Ivan2 Montoya, Huachipato, 0.51, 1477
367,Ismael2 Lucchini, Everton, 95.53, 3248
1599,Alfredo Krebs, La Serena, 16.69, 940
825,Wilmer Coloma, Colo-Colo, 91.15, 1338
1830,Jean Rifo, Everton, 3.26, 1943
1704,Hector Crespo, Palestino, 55.84, 247
766,Diego Salazar, Everton, 85.14, 4574
1445,Moises Betancourt, La Serena, 28.76, 407
995,Tiburcio Blanco, La Serena, 14.30, 4676
1735,Valerio Jeldrez, Palestino, 64.28, 1662
1564,Sergio Agurto, Colo-Colo, 60.11, 175
168,Remigio Carrera, Huachipato, 4.02, 738
1493,Pelayo Palacios, Everton, 78.54, 1768
525,Primo Vidal, Palestino, 99.11, 3401
1286,Vicente Huilical, Palestino, 23.44, 3335
1061,Efren Ceballos, Huachipato, 73.78, 4005
792,Jaime Poblete, Universidad de Chile, 50.93, 1631
1155,Aitor Acevedo, Everton, 99.75, 4471
1569,Gian Gallegos, Palestino, 37.87, 4555
974,Primo Salinas, Universidad de Chile, 81.19, 54
1330,Vicente Olivares, La Serena, 21.12, 2435
1101,Martin Ilabaca, Palestino, 43.91, 3979
1276,Favio Meza, Universidad de Chile, 63.92, 4112
1788,Rodolfo Melita, Universidad de Chile, 25.16, 2220
1130,Hilario Carmona, Huachipato, 48.81, 4281
1740,Vidal Toro, Palestino, 62.72, 340
1021,Juanmanuel Vidal, Universidad de Chile, 86.60, 4155
228,Cosme2 Gallegos, Colo-Colo, 53.14, 4949
1491,Leocadio Mantegazza, Colo-Colo, 70.66, 3558
808,Isaias Estay, Palestino, 62.40, 1067
1251,Sebastian Huichaman, Universidad de Chile, 44.62, 2426
574,Ismael Pena, Huachipato, 36.75, 4349
907,Alejandro Bahamondes, Palestino, 49.67, 4410
456,to Mardones, Huachipato, 24.47, 3787
